"Species","Species_raw","measure_class","Measure","Units","Value_canonical","raw_value","raw_unit","Source","first_author","Year","Team","role"
"Ochotona rutila","Ochotona rutila","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona koslowi","Ochotona koslowi","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona gloveri","Ochotona gloveri","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona macrotis","Ochotona macrotis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona muliensis","Ochotona muliensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona nigritia","Ochotona nigritia","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona himalayana","Ochotona himalayana","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona iliensis","Ochotona iliensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Brachylagus idahoensis","Brachylagus idahoensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Bunolagus monticularis","Bunolagus monticularis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Caprolagus hispidus","Caprolagus hispidus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus arcticus","Lepus arcticus","diet_ecology","Diet_Scav","%","30","30","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus othus","Lepus othus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus timidus","Lepus timidus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus alleni","Lepus alleni","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus americanus","Lepus americanus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus tolai","Lepus tolai","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus tibetanus","Lepus tibetanus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus insularis","Lepus insularis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus starcki","Lepus starcki","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus castroviejoi","Lepus castroviejoi","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus comus","Lepus comus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus coreanus","Lepus coreanus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus europaeus","Lepus europaeus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus mandshuricus","Lepus mandshuricus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus microtis","Lepus microtis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus fagani","Lepus fagani","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus peguensis","Lepus peguensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus hainanus","Lepus hainanus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus nigricollis","Lepus nigricollis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus sinensis","Lepus sinensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus habessinicus","Lepus habessinicus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus brachyurus","Lepus brachyurus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus saxatilis","Lepus saxatilis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus townsendii","Lepus townsendii","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus callotis","Lepus callotis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus californicus","Lepus californicus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus oiostolus","Lepus oiostolus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus flavigularis","Lepus flavigularis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus capensis","Lepus capensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus granatensis","Lepus granatensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus corsicanus","Lepus corsicanus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepus yarkandensis","Lepus yarkandensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvilagus insonus","Sylvilagus insonus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvilagus obscurus","Sylvilagus obscurus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvilagus cognatus","Sylvilagus cognatus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvilagus transitionalis","Sylvilagus transitionalis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvilagus nuttallii","Sylvilagus nuttallii","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvilagus graysoni","Sylvilagus graysoni","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvilagus floridanus","Sylvilagus floridanus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvilagus cunicularius","Sylvilagus cunicularius","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvilagus robustus","Sylvilagus robustus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvilagus audubonii","Sylvilagus audubonii","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvilagus varynaensis","Sylvilagus varynaensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvilagus brasiliensis","Sylvilagus brasiliensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvilagus aquaticus","Sylvilagus aquaticus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvilagus palustris","Sylvilagus palustris","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvilagus bachmani","Sylvilagus bachmani","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvilagus dicei","Sylvilagus dicei","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sylvilagus mansuetus","Sylvilagus mansuetus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Nesolagus timminsi","Nesolagus timminsi","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Nesolagus netscheri","Nesolagus netscheri","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Oryctolagus cuniculus","Oryctolagus cuniculus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pentalagus furnessi","Pentalagus furnessi","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Poelagus marjorita","Poelagus marjorita","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pronolagus crassicaudatus","Pronolagus crassicaudatus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pronolagus randensis","Pronolagus randensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pronolagus rupestris","Pronolagus rupestris","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Romerolagus diazi","Romerolagus diazi","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Atelerix albiventris","Atelerix albiventris","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Atelerix algirus","Atelerix algirus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Atelerix frontalis","Atelerix frontalis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Atelerix sclateri","Atelerix sclateri","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Erinaceus amurensis","Erinaceus amurensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Erinaceus roumanicus","Erinaceus roumanicus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Erinaceus concolor","Erinaceus concolor","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Erinaceus europaeus","Erinaceus europaeus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Hemiechinus auritus","Hemiechinus auritus","diet_ecology","Diet_Scav","%","20","20","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Hemiechinus collaris","Hemiechinus collaris","diet_ecology","Diet_Scav","%","20","20","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Mesechinus dauuricus","Mesechinus dauuricus","diet_ecology","Diet_Scav","%","30","30","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Mesechinus hughi","Mesechinus hughi","diet_ecology","Diet_Scav","%","30","30","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Paraechinus aethiopicus","Paraechinus aethiopicus","diet_ecology","Diet_Scav","%","20","20","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Paraechinus hypomelas","Paraechinus hypomelas","diet_ecology","Diet_Scav","%","20","20","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Paraechinus micropus","Paraechinus micropus","diet_ecology","Diet_Scav","%","20","20","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Paraechinus nudiventris","Paraechinus nudiventris","diet_ecology","Diet_Scav","%","20","20","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Echinosorex gymnura","Echinosorex gymnura","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Hylomys suillus","Hylomys suillus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Hylomys megalotis","Hylomys megalotis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Hylomys parvus","Hylomys parvus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Neohylomys hainanensis","Neohylomys hainanensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Neotetracus sinensis","Neotetracus sinensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Podogymnura truei","Podogymnura truei","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Podogymnura aureospinula","Podogymnura aureospinula","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Solenodon paradoxus","Solenodon paradoxus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Solenodon marcanoi","Solenodon marcanoi","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Solenodon cubanus","Solenodon cubanus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Solenodon arredondoi","Solenodon arredondoi","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura phaeura","Crocidura phaeura","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura orii","Crocidura orii","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura nigricans","Crocidura nigricans","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura nigrofusca","Crocidura nigrofusca","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura nimbae","Crocidura nimbae","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura niobe","Crocidura niobe","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura obscurior","Crocidura obscurior","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura olivieri","Crocidura olivieri","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura orientalis","Crocidura orientalis","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura nigripes","Crocidura nigripes","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura palawanensis","Crocidura palawanensis","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura paradoxura","Crocidura paradoxura","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura parvipes","Crocidura parvipes","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura nigeriae","Crocidura nigeriae","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura pergrisea","Crocidura pergrisea","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura nana","Crocidura nana","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura picea","Crocidura picea","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura pitmani","Crocidura pitmani","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura planiceps","Crocidura planiceps","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura poensis","Crocidura poensis","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura pasha","Crocidura pasha","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura miya","Crocidura miya","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura macarthuri","Crocidura macarthuri","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura zimmermanni","Crocidura zimmermanni","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura macmillani","Crocidura macmillani","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura macowi","Crocidura macowi","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura malayana","Crocidura malayana","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura manengubae","Crocidura manengubae","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura maquassiensis","Crocidura maquassiensis","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Crocidura mariquensis","Crocidura mariquensis","diet_ecology","Diet_Scav","%","40","40","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
